00:00,0,0
00:00,1,0
00:00,2,0
00:00,3,0
00:00,4,0
00:00,5,0
00:00,6,0
00:00,7,0.9999999999980838
00:15,0,0
00:15,1,0
00:15,2,0
00:15,3,0
00:15,4,0
00:15,5,0
00:15,6,0
00:15,7,0.9999999999980838
00:30,0,0
00:30,1,0
00:30,2,0
00:30,3,0
00:30,4,0
00:30,5,0
00:30,6,0
00:30,7,0.9999999999980838
00:45,0,0
00:45,1,0
00:45,2,0
00:45,3,0
00:45,4,0
00:45,5,0
00:45,6,0
00:45,7,0.9999999999980838
01:00,0,0
01:00,1,0
01:00,2,0
01:00,3,0
01:00,4,0
01:00,5,0
01:00,6,0
01:00,7,0.9999999999980838
01:15,0,0
01:15,1,0
01:15,2,0
01:15,3,0
01:15,4,0
01:15,5,0
01:15,6,0
01:15,7,0.9999999999980838
01:30,0,0
01:30,1,0
01:30,2,0
01:30,3,0
01:30,4,0
01:30,5,0
01:30,6,0
01:30,7,0.9999999999980838
01:45,0,0
01:45,1,0
01:45,2,0
01:45,3,0
01:45,4,0
01:45,5,0
01:45,6,0
01:45,7,0.9999999999980838
02:00,0,0
02:00,1,0
02:00,2,0
02:00,3,0
02:00,4,0
02:00,5,0
02:00,6,0
02:00,7,0.9999999999980838
02:15,0,0
02:15,1,0
02:15,2,0
02:15,3,0
02:15,4,0
02:15,5,0
02:15,6,0
02:15,7,0.9999999999980838
02:30,0,0
02:30,1,0
02:30,2,0
02:30,3,0
02:30,4,0
02:30,5,0
02:30,6,0
02:30,7,0.9999999999980838
02:45,0,0
02:45,1,0
02:45,2,0
02:45,3,0
02:45,4,0
02:45,5,0
02:45,6,0
02:45,7,0.9999999999980838
03:00,0,0
03:00,1,0
03:00,2,0
03:00,3,0
03:00,4,0
03:00,5,0
03:00,6,0
03:00,7,0.9999999999980838
03:15,0,0
03:15,1,0
03:15,2,0
03:15,3,0
03:15,4,0
03:15,5,0
03:15,6,0
03:15,7,0.9999999999980838
03:30,0,0
03:30,1,0
03:30,2,0
03:30,3,0
03:30,4,0
03:30,5,0
03:30,6,1e-05
03:30,7,0.9999899999980838
03:45,0,0
03:45,1,0
03:45,2,0
03:45,3,0
03:45,4,0
03:45,5,0
03:45,6,5e-05
03:45,7,0.999949999998084
04:00,0,0
04:00,1,0
04:00,2,0
