set T := 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23;
set T_SoC := 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24;

param dT := 3600;

param P_Load_R :=
0	19
1	30.2
2	30.2
3	23.35555567
4	25.84444433
5	30.2
6	30.2
7	36.45
8	127.1166667
9	491.238889
10	329.3944443
11	813.7666667
12	140.5333333
13	72.41666667
14	151.2
15	163.3
16	30.82222233
17	29.57777767
18	30.2
19	158.25
20	160.85
21	350.6222223
22	432.1055557
23	66.911111
;

param P_Load_S :=
0	19
1	30.2
2	30.2
3	23.35555567
4	25.84444433
5	30.2
6	30.2
7	36.45
8	127.1166667
9	491.238889
10	329.3944443
11	813.7666667
12	140.5333333
13	72.41666667
14	151.2
15	163.3
16	30.82222233
17	29.57777767
18	30.2
19	158.25
20	160.85
21	350.6222223
22	432.1055557
23	66.911111
;

param P_Load_T :=
0	19
1	30.2
2	30.2
3	23.35555567
4	25.84444433
5	30.2
6	30.2
7	36.45
8	127.1166667
9	491.238889
10	329.3944443
11	813.7666667
12	140.5333333
13	72.41666667
14	151.2
15	163.3
16	30.82222233
17	29.57777767
18	30.2
19	158.25
20	160.85
21	350.6222223
22	432.1055557
23	66.911111
;

param Q_Load_R :=
0	0.95
1	1.51
2	1.51
3	1.167777783
4	1.292222217
5	1.51
6	1.51
7	1.8225
8	6.355833333
9	24.56194445
10	16.46972222
11	40.68833333
12	7.026666667
13	3.620833333
14	7.56
15	8.165
16	1.541111117
17	1.478888883
18	1.51
19	7.9125
20	8.0425
21	17.53111112
22	21.60527778
23	3.34555555
;

param Q_Load_S :=
0	0.95
1	1.51
2	1.51
3	1.167777783
4	1.292222217
5	1.51
6	1.51
7	1.8225
8	6.355833333
9	24.56194445
10	16.46972222
11	40.68833333
12	7.026666667
13	3.620833333
14	7.56
15	8.165
16	1.541111117
17	1.478888883
18	1.51
19	7.9125
20	8.0425
21	17.53111112
22	21.60527778
23	3.34555555
;

param Q_Load_T :=
0	0.95
1	1.51
2	1.51
3	1.167777783
4	1.292222217
5	1.51
6	1.51
7	1.8225
8	6.355833333
9	24.56194445
10	16.46972222
11	40.68833333
12	7.026666667
13	3.620833333
14	7.56
15	8.165
16	1.541111117
17	1.478888883
18	1.51
19	7.9125
20	8.0425
21	17.53111112
22	21.60527778
23	3.34555555
;

param P_PV :=
0	0.00000
1	0.00000
2	0.00000
3	0.00000
4	0.00000
5	0.00000
6	0.00000
7	0.00000
8	226.4970
9	603.3471
10	964.7959
11	1265.9723
12	1413.3262
13	1485.4855
14	1485.4855
15	1313.3262
16	1198.7239
17	807.25468
18	292.52376
19	0.00000
20	0.00000
21	0.00000
22	0.00000
23	0.00000;

param PV_Inv_Max_Power        := 1300; #W
param ESS_Min_SoC             := 0.2;
param ESS_Max_SoC             := 0.85;
param ESS_SoC_Value           :=0.55;
param ESS_Capacity            :=672; #Wh
param ESS_Max_Charge_Power    :=50; #W
param ESS_Max_Discharge_Power :=250; #W
param ESS_Charging_Eff    :=0.85;
param ESS_Discharging_Eff := 0.85;

param P_Grid_Max_Export_Power := 1550;#W
param Q_Grid_Max_Export_Power := 750; #W
