00:00,0,0,0.5
00:00,0,1,0.5
00:00,1,0,0.0
00:00,1,1,1.0
00:01,0,0,0.5
00:01,0,1,0.5
00:01,1,0,0.0
00:01,1,1,1.0
00:02,0,0,0.5
00:02,0,1,0.5
00:02,1,0,0.0
00:02,1,1,1.0
00:03,0,0,0.5
00:03,0,1,0.5
00:03,1,0,0.0
00:03,1,1,1.0
00:04,0,0,0.5
00:04,0,1,0.5
00:04,1,0,0.0
00:04,1,1,1.0
00:05,0,0,0.5
00:05,0,1,0.5
00:05,1,0,0.0
00:05,1,1,1.0
00:06,0,0,0.5
00:06,0,1,0.5
00:06,1,0,0.0
00:06,1,1,1.0
00:07,0,0,0.5
00:07,0,1,0.5
00:07,1,0,0.0
00:07,1,1,1.0
00:08,0,0,0.5
00:08,0,1,0.5
00:08,1,0,0.0
00:08,1,1,1.0
00:09,0,0,0.5
00:09,0,1,0.5
00:09,1,0,0.0
00:09,1,1,1.0
00:10,0,0,0.5
00:10,0,1,0.5
00:10,1,0,0.0
00:10,1,1,1.0
00:11,0,0,0.5
00:11,0,1,0.5
00:11,1,0,0.0
00:11,1,1,1.0
00:12,0,0,0.5
00:12,0,1,0.5
00:12,1,0,0.0
00:12,1,1,1.0
00:13,0,0,0.5
00:13,0,1,0.5
00:13,1,0,0.0
00:13,1,1,1.0
00:14,0,0,0.5
00:14,0,1,0.5
00:14,1,0,0.0
00:14,1,1,1.0
00:15,0,0,0.5
00:15,0,1,0.5
00:15,1,0,0.0
00:15,1,1,1.0
00:16,0,0,0.5
00:16,0,1,0.5
00:16,1,0,0.0
00:16,1,1,1.0
00:17,0,0,0.5
00:17,0,1,0.5
00:17,1,0,0.0
00:17,1,1,1.0
00:18,0,0,0.5
00:18,0,1,0.5
00:18,1,0,0.0
00:18,1,1,1.0
00:19,0,0,0.5
00:19,0,1,0.5
00:19,1,0,0.0
00:19,1,1,1.0
00:20,0,0,0.5
00:20,0,1,0.5
00:20,1,0,0.0
00:20,1,1,1.0
00:21,0,0,0.5
00:21,0,1,0.5
00:21,1,0,0.0
00:21,1,1,1.0
00:22,0,0,0.5
00:22,0,1,0.5
00:22,1,0,0.0
00:22,1,1,1.0
00:23,0,0,0.5
00:23,0,1,0.5
00:23,1,0,0.0
00:23,1,1,1.0
00:24,0,0,0.5
00:24,0,1,0.5
00:24,1,0,0.0
00:24,1,1,1.0
00:25,0,0,0.5
00:25,0,1,0.5
00:25,1,0,0.0
00:25,1,1,1.0
00:26,0,0,0.5
00:26,0,1,0.5
00:26,1,0,0.0
00:26,1,1,1.0
00:27,0,0,0.5
00:27,0,1,0.5
00:27,1,0,0.0
00:27,1,1,1.0
00:28,0,0,0.5
00:28,0,1,0.5
00:28,1,0,0.0
00:28,1,1,1.0
00:29,0,0,0.5
00:29,0,1,0.5
00:29,1,0,0.0
00:29,1,1,1.0
00:30,0,0,0.5
00:30,0,1,0.5
00:30,1,0,0.0
00:30,1,1,1.0
00:31,0,0,0.5
00:31,0,1,0.5
00:31,1,0,0.0
00:31,1,1,1.0
00:32,0,0,0.5
00:32,0,1,0.5
00:32,1,0,0.0
00:32,1,1,1.0
00:33,0,0,0.5
00:33,0,1,0.5
00:33,1,0,0.0
00:33,1,1,1.0
00:34,0,0,0.5
00:34,0,1,0.5
00:34,1,0,0.0
00:34,1,1,1.0
00:35,0,0,0.5
00:35,0,1,0.5
00:35,1,0,0.0
00:35,1,1,1.0
00:36,0,0,0.5
00:36,0,1,0.5
00:36,1,0,0.0
00:36,1,1,1.0
00:37,0,0,0.5
00:37,0,1,0.5
00:37,1,0,0.0
00:37,1,1,1.0
00:38,0,0,0.5
00:38,0,1,0.5
00:38,1,0,0.0
00:38,1,1,1.0
00:39,0,0,0.5
00:39,0,1,0.5
00:39,1,0,0.0
00:39,1,1,1.0
00:40,0,0,0.5
00:40,0,1,0.5
00:40,1,0,0.0
00:40,1,1,1.0
00:41,0,0,0.5
00:41,0,1,0.5
00:41,1,0,0.0
00:41,1,1,1.0
00:42,0,0,0.5
00:42,0,1,0.5
00:42,1,0,0.0
00:42,1,1,1.0
00:43,0,0,0.5
00:43,0,1,0.5
00:43,1,0,0.0
00:43,1,1,1.0
00:44,0,0,0.5
00:44,0,1,0.5
00:44,1,0,0.0
00:44,1,1,1.0
00:45,0,0,0.5
00:45,0,1,0.5
00:45,1,0,0.0
00:45,1,1,1.0
00:46,0,0,0.5
00:46,0,1,0.5
00:46,1,0,0.0
00:46,1,1,1.0
00:47,0,0,0.5
00:47,0,1,0.5
00:47,1,0,0.0
00:47,1,1,1.0
00:48,0,0,0.5
00:48,0,1,0.5
